,TEXTO,SECTOR
2279,Recomendaciones # Bankinter # Repsol # Sacyr # Abertis # Noticias,BANCA
2280,Resultados anual Mejorando expectativa,BANCA
2281,Resultados Banco,BANCA
2282,Revisa momento exacto antisocial robar banco Santander comuna # Casablanca,BANCA
2283,Roban cajero automatico edificio Tobalaba sucursal banco Santander,BANCA
2284,efecto Trump empezar notarse cuenta Mexico,BANCA
2285,konzapata efecto Trump empezar notarse cuenta Mexico,BANCA
2286,SALDO SEMANAL QUINCENAL # BANKIA # BANKINTER # POPULAR # BBVA # CAIXABANK # IBEX # LIBERBANK # MAPFRE # SABADELL,BANCA
2287,SALDO SEMANAL QUINCENAL # BANKIA # BANKINTER # POPULAR # BBVA # CAIXABANK # IBEX # LIBERBANK # MAPFRE # SABADELL,BANCA
2288,SALDO SEMANAL QUINCENAL # BANKIA # BANKINTER # POPULAR # BBVA # CAIXABANK # IBEX # LIBERBANK # MAPFRE # SABADELL,BANCA
2289,SALDO SEMANAL QUINCENAL # BANKIA # BANKINTER # POPULAR # BBVA # CAIXABANK # IBEX # LIBERBANK # MAPFRE # SABADELL,BANCA
2290,SALDO SEMANAL QUINCENAL # BANKIA # BANKINTER # POPULAR # BBVA # CAIXABANK # IBEX # LIBERBANK # MAPFRE # SABADELL,BANCA
2291,SANTANDER Berenberg augurar caida Santander,BANCA
2292,SANTANDER Berenberg augurar caida Santander SANTANDER Berenberg augurar caida,BANCA
2293,Santander Barclays liderar bono,BANCA
2294,Santander Barclays liderar bono,BANCA
2295,Santander Caixabank razonar invertir # bolsa,BANCA
2296,Santander Caixabank razonar invertir # bolsa,BANCA
2297,Santander Caixabank razonar invertir # bolsa,BANCA
2298,entregar 700.000 firmar exigir financiar calentamiento global vulneracion,BANCA
2299,Segun Premio # FundacionBBVA Fronteras Conocimiento maquinar inteligente preligro,BANCA
2300,Servicios Contabilidad Mexico Inversion Bancomer reflejo resultar Economista,BANCA
2301,conoceis gente hacer # mobbing # acososexual pinga contactar conmigo final siempre despedir,BANCA
2302,querer hacer millonario Fondo Inversion tributar # Delaware millonario dueno Gonzalez # nocabify,BANCA
2303,pagar trago Bancomer,BANCA
2304,Siempre adelantar,BANCA
2305,ESTAFADO CAIXA EUGENIO ARONA TENERIFE ACOSADO HUMILLADO CARTA ALQULER ROMPIERON,BANCA
2306,spotterbcn marcandose tremendo Bankinter,BANCA
2307,Francisco Gonzales Presidente ordenar,BANCA
2308,SUCESOS Ingresa prision atracador sucursal Bankia pistola falso entrar churreria pidio Belmonte,BANCA
2309,Tancada Oficina Oliana Lerida,BANCA
2310,recordar manana finalizar plazo inscripcion participar Torneo Bankinter,BANCA
2311,Banco Bilbao Vizcaya Argentaria Given Price Target # Stocks Finance # FTSE,BANCA
2312,latest Seccion Sindical # espana # fintech,BANCA
2313,latest Seccion Sindical Thanks # quimioterapia # valorsindical,BANCA
2314,Today Teatro Tivoli,BANCA
2315,story golpe algoritmo Centro Innovacion,BANCA
2316,story golpe algoritmo Centro Innovacion,BANCA
2317,story Innovacion Twitter emprendedor Momentum Projec,BANCA
2318,story Innovacion Twitter combinacion encabezar,BANCA
2319,Transformacion # innovacion # talento Entrevista Monica Torres,BANCA
2320,"primero # IBEX35 9.452 -0,11 # Bolsa",BANCA
2321,saber Banco Espana ayudar esconder perdido Cajas formar Bankia responsabilidad,BANCA
2322,saber Banco Espana ayudar esconder perdido Cajas formar Bankia responsabilidad,BANCA
2323,Trump poder convertir pesadilla # GoogleAlerts,BANCA
2324,Trump inversion crecimiento Mexico RIOaxaca Comunicado prensar # Oaxaca,BANCA
2325,ULTIMA INGRESA PRISION ATRACADOR BANKIA ALBACETE,BANCA
2326,riesgo oportunidad banca # BancoPopular # BancoSantander # BBVA # CincoDias,BANCA
2327,riesgo oportunidad banca # BancoPopular # BancoSantander # BBVA # CincoDias,BANCA
2328,millar cliente poder solicitar devolucion clausular soler # Avila,BANCA
2329,millar cliente poder solicitar Bankia devolucion clausular soler # avila AvilaPah,BANCA
2330,Urinarios Banco Sabadell,BANCA
2331,VAMOS CAMBIAR CASAS ENTREGADA SANTANDER MADURO,BANCA
2332,tener tarjeta,BANCA
2333,Vengo entregar reclamación decir llamar sellitos,BANCA
2334,Verdadero Ahorro contar Banco Sabadell,BANCA
2335,# PulsoEmpresarial Fundacion premiar artifice primero maquinar capaz,BANCA
2336,ElUniversal OPINION Premio Rafael Rangel Aldao rrangelaldao,BANCA
2337,noche poder acceder contar cambiar rodar caminar,BANCA
2338,Who's ready Semifinal Puerto takes Venezuela Estadio Bancomer # CaribbeanSeries,BANCA
2339,Venezuela defeats Dominican Republic Round Robin Estadio Bancomer # CaribbeanSeries,BANCA
2340,santander cobrar justin bieber publicar dato pasar,BANCA
2341,Edicion premio Fundacion Conservacion Biodiversidad Plazo Hasta marzo,BANCA
2342,colmar bloquear contar banco sabadell enviarme codigo tarjeta vez periodo,BANCA
2343,Provincial Caracas,BANCA
2344,Provincial Caracas,BANCA
2345,,BANCA
2346,poder pedir Bankia devolucion clausular soler,BANCA
2347,poder pedir Bankia devolucion clausular soler AGENCIA SEGUROS ALLIANZ,BANCA
2348,Carino Cruzcampo tender,BEBIDAS
2349,Pongame caño Cruzcampo llamar,BEBIDAS
2350,holandés paciente refiriendose botella Heineken,BEBIDAS
2351,encantar cerveza invitar Cruzcampo,BEBIDAS
2352,tomar estrellar galicia papitas luego decir madre,BEBIDAS
2353,# 6Naciones2017 wilkinson retirar toulon final europa heineken,BEBIDAS
2354,# 6nacionesplus Saracens inglés final Heineken,BEBIDAS
2355,# 6nacionesplus Saracens inglés final Heineken,BEBIDAS
2356,# 6NacionesPlus Jugando Toulon Saracens final heineken Estadio Millenium Cardiff,BEBIDAS
2357,# andar naty_quiros # heineken # guadajalara # natyquiros Plaza Andares,BEBIDAS
2358,# Arruinaunacitacon4palabras cruzcampo,BEBIDAS
2359,# Arruinaunacitacon4palabras Cruzcampo favor,BEBIDAS
2360,# Arruinaunacitacon4palabras gustar cruzcampo,BEBIDAS
2361,# Arruinaunacitacon4palabras gustar cruzcampo,BEBIDAS
2362,# boanoite # provandodeleve # heineken Jesus Nazare,BEBIDAS
2363,# cerveza # heineken # shopdod Quiero ganar venir,BEBIDAS
2364,# cerveza # heineken Quiero Gagar estres,BEBIDAS
2365,# DonBenito esperar,BEBIDAS
2366,# Ensaladilla bueno # cerveza Reserva combinacion exquisito # SevillaHoy # tapar,BEBIDAS
2367,# estrellagalicia cervecita bueno Feliz viernes,BEBIDAS
2368,# fotolitro,BEBIDAS
2369,# globonoticias24 maestro cervecero Heineken desvelar secretar cerveza paises,BEBIDAS
2370,# goya2017 dadle Cruzcampo presidente,BEBIDAS
2371,# HappySaturday beber noche Medallas Heineken Corona Hasta Sangrias,BEBIDAS
2372,# Heineken invitar Domingo Super mejor ambientar Mayaguez Heineken incluir,BEBIDAS
2373,# IsaKennyJ patrocinar Heineken Light,BEBIDAS
2374,# itsalive # heineken Buenos Aires Argentina,BEBIDAS
2375,# marketing Willem Wawsberghe maestro cervecero Heineken llegar Espana,BEBIDAS
2376,# MisCervezasporAhi cruzcampo alumno Taller Periodismo Viajes Buena gente,BEBIDAS
2377,# Mundo secretar maestro cervecero Heineken,BEBIDAS
2378,# Sevilla Ciclo Sevilla debatir Fundacion Cruzcampo Sevilla,BEBIDAS
2379,freezer cajón Heineken adentrar,BEBIDAS
2380,gracia,BEBIDAS
2381,Premio Imagen Andalucia diario union Andalucia,BEBIDAS
2382,# Fotolitro # cruZial volver,BEBIDAS
2383,gracia,BEBIDAS
2384,dieta,BEBIDAS
2385,virar heineken idiotaa,BEBIDAS
2386,heineken cerrao blacky,BEBIDAS
2387,probar,BEBIDAS
2388,probar,BEBIDAS
2389,probar,BEBIDAS
2390,tomar aprobar comunidad cervecil,BEBIDAS
2391,tomar aprobar comunidad cervecil,BEBIDAS
2392,denunciar tender callar Manuel Arellano encargar paret Cruzcampo pagar recargar equivalencia,BEBIDAS
2393,Heineken Limon favor,BEBIDAS
2394,heineken coronar,BEBIDAS
2395,gustar Heineken jajajaja,BEBIDAS
2396,tierno invitar cruzcampo tontorron,BEBIDAS
2397,faltar nunca bueno Cruzcampo helar,BEBIDAS
2398,tipico criticar Cruzcampo hablar LAGER cunar ir,BEBIDAS
2399,senora Cruzcampo,BEBIDAS
2400,todo cerves justamente,BEBIDAS
2401,Templo viejo Cruzcampo Cerveza gratis manana currante visitar Cuantoborracho,BEBIDAS
2402,fabricar heineken cerveza paganini bar explotacion becario cruzcampo,BEBIDAS
2403,fabricar heineken cerveza paganini bar explotacion becario cruzcampo,BEBIDAS
2404,pedir ninguno,BEBIDAS
2405,Stella Heineken argentino,BEBIDAS
2406,budesie Cruzcampo francés,BEBIDAS
2407,cerveza cruzcampo,BEBIDAS
2408,apostar lato alto Heineken pulmon paso olvidar boludeces medio,BEBIDAS
2409,anunciar Heineken cometer benicidio,BEBIDAS
2410,amanecer ir after desayunar heineken,BEBIDAS
2411,decir profe enfermar Cruzcampo mierda,BEBIDAS
2412,coronar comprar heineken,BEBIDAS
2413,cruzcampo favor,BEBIDAS
2414,gustar cruzcampo,BEBIDAS
2415,tanto brazo total cruzcampo mierda radiactivo,BEBIDAS
2416,beber cruzcampo mejor muera,BEBIDAS
2417,heineken perfecto,BEBIDAS
2418,estrellar galicia entonces saber visera,BEBIDAS
2419,Nunca probe Antares Stella Heineken conocer valer extranjero,BEBIDAS
2420,cruzcampo,BEBIDAS
2421,tiempo mandar mensaje contar esperar recibirlo,BEBIDAS
2422,Intentan decirnoslo entender,BEBIDAS
2423,Invitados siempre traer doceno cruzcampo cruzial genial,BEBIDAS
2424,hombre claro comprar poner,BEBIDAS
2425,calendar llevar cuesta dignar,BEBIDAS
2426,ojalar catador cerveza,BEBIDAS
2427,mismo sabor siempre Fresquita alcohol,BEBIDAS
2428,verdad,BEBIDAS
2429,menor random Bueno gracia crear cerveca,BEBIDAS
2430,intentarlo nuevo gracia,BEBIDAS
2431,significar Estrella Galicia medio,BEBIDAS
2432,Estrella Galicia 1 despues Ambar mundo,BEBIDAS
2433,estrellar galicia mejor birra Espana pulpo codillo,BEBIDAS
2434,quedar Heineken,BEBIDAS
2435,Estrella Galicia paraiso,BEBIDAS
2436,realidad intentar beberlas gustar Heineken pasar SUPER frias,BEBIDAS
2437,cruzcampo jejeje,BEBIDAS
2438,preferir paulaner cruzcampo jejeeeje,BEBIDAS
2439,heineken barato palermo iguana,BEBIDAS
2440,bocata jamon queso fresco Estrella Galicia fresquita polla teleferico,BEBIDAS
2441,queria comprar Miller superbowl Wasteiner Heineken Schneider gracia,BEBIDAS
2442,ademar alguien poder,BEBIDAS
2443,ademar alguien poder,BEBIDAS
2444,# Fotolitro tieso 1,BEBIDAS
2445,Gracias Maestro,BEBIDAS
2446,Sevilla Cruzcampo beber religion Poder Virgen Rocio Crucampo,BEBIDAS
2447,Heineken Chingao reventar pendejo,BEBIDAS
2448,azucar cruzcampo,BEBIDAS
2449,tomar heineken caleta,BEBIDAS
2450,maestro cervecero Cruzcampo desvelar secretar sucedaneo cerveza provincia Andalucia,BEBIDAS
2451,tardar comisaria resacon nuevo menos falto ningun organo,BEBIDAS
2452,ver Football espanol city-Utah estrellar Galicia estrano,BEBIDAS
2453,caño jajaja empezar # FelizNoche,BEBIDAS
2454,camino mucho vez cerrar 23:00 posible,BEBIDAS
2455,hora,BEBIDAS
2456,Fijate andaluz beber huevo llamarle cerveza tampoco gustar DICEN,BEBIDAS
2457,cabrón capaz prohibirnos beber cruzcampo radiar bolsa,BEBIDAS
2458,delincuente prohibira Cruzcampo redondo,BEBIDAS
2459,ir lato cruzcampo VIOLENCIA ALCOHOLICA,BEBIDAS
2460,foto beber Cruzcampo usarlas,BEBIDAS
2461,apetecer,BEBIDAS
2462,vender tercio negro Venden coronar Heineken tercio negro,BEBIDAS
2463,heineken,BEBIDAS
2464,coronar querer heineken,BEBIDAS
2465,cruzcampo,BEBIDAS
2466,patrocinio Heineken,BEBIDAS
2467,tranquilo foto cerveza heineken,BEBIDAS
2468,Heineken vestir novio,BEBIDAS
2469,alegacion invitar desayunar saltar novelar desayunar Heineken,BEBIDAS
2470,Heineken buscar jovenes graduar # Programa Internacional @Graduados,BEBIDAS
2471,lanzar programar captar talento # RRHH,BEBIDAS
2472,lanzar programar captar # jovenes talento mundo esperar # rrhh,BEBIDAS
2473,lanzar programar captar jovenes # talento mundo esperar # rrhh,BEBIDAS
2474,Encima estrellar galicia envidiar,BEBIDAS
2475,encimar cerveza stratergoris,BEBIDAS
2476,cruzcampo,BEBIDAS
2477,viernes # Ylosabes,BEBIDAS
2478,Cruzcampo,BEBIDAS
2479,querer Cruzcampo,BEBIDAS
2480,gustar envidiar romero,BEBIDAS
2481,joooder querer,BEBIDAS
2482,mejor sitiar encontrar envidiar total,BEBIDAS
2483,Heineken durisoma,BEBIDAS
2484,ponte disfraz traete listo invitar aumentar . Hay formar salir ventana,BEBIDAS
2485,cobrar Heineken peluqueada jajaj,BEBIDAS
2486,mejor saludable entrar mejor llamais Cruzcampo beber cerveza,BEBIDAS
2487,heineken picadita,BEBIDAS
2488,pesar amanado podia haber ganar pasar atras,BEBIDAS
2489,pasar cruzcampo anticruzcampo extremo tocar,BEBIDAS
2490,Jamas perdonar Cruzcampo Morales,BEBIDAS
2491,Estrella Galicia mejor croqueta,BEBIDAS
2492,peor Podria Cruzcampo,BEBIDAS
2493,empezar acabar Cruzcampo Aviso,BEBIDAS
2494,cerveza buenisima,BEBIDAS
2495,empezar acabar alegrar resolver,BEBIDAS
2496,Seguro solucionar Juanjo ratito Cruzcampo quitar nadie saludar,BEBIDAS
2497,Heineken cabrón siempre,BEBIDAS
2498,hablar cerveza brasilero gustar encontre Heineken,BEBIDAS
2499,estrellar galicia,BEBIDAS
2500,Heineken,BEBIDAS
2501,Carino invitar Cruzcampo,BEBIDAS
2502,deber encantar estrellar chaval Cruzcampo,BEBIDAS
2503,cruzcampo mear perro hombre gustar light,BEBIDAS
2504,mundo apreciar Cruzcampo cerveza hombre,BEBIDAS
2505,querer alguno saber hacer Coruna,BEBIDAS
2506,verdad bullying cruzcampo razon jajaja,BEBIDAS
2507,coincidir poder gustar nunca jamar Heineken Stella Tampoco banco tomador Corona,BEBIDAS
2508,talibanes sincebollista amistar esforzar Cruzcampo,BEBIDAS
2509,Cruzcampo,BEBIDAS
2510,alegria gracia kidding heineken comparar,BEBIDAS
2511,sorry sorry aquel gustar Cruzcampo demas considerar cerveza,BEBIDAS
2512,ministr cerveza tirar cruzcampo ejecutar mencionar restar gratis,BEBIDAS
2513,arreglar Cruzcampo amigo proxima invitais,BEBIDAS
2514,jajaja,BEBIDAS
2515,Quilmes Miller Corona Heineken elegi hacer cagar Tequi,BEBIDAS
2516,Cruzcampo,BEBIDAS
2517,hacer,BEBIDAS
2518,hacer,BEBIDAS
2519,hacer,BEBIDAS
2520,cerveza batallar siempre quejandote,BEBIDAS
2521,cerveza batallar siempre quejandote,BEBIDAS
2522,cerveza batallar siempre quejandote,BEBIDAS
2523,mejor mierda,BEBIDAS
2524,entender,BEBIDAS
2525,JAJAAJA,BEBIDAS
2526,beber cruzcampo amigo piscis,BEBIDAS
2527,Seguro Cruzcampo tampoco cerveza,BEBIDAS
2528,insistir Cruzcampo empena mejunje Radler,BEBIDAS
2529,Vamos patrocinar,BEBIDAS
2530,movimiento demostrar andar unico lanzar proponer patrocinio tampoco,BEBIDAS
2531,preferir cruzcampo favor,BEBIDAS
2532,beber Cruzcampo futuro diran beber Estrella Galicia,BEBIDAS
2533,beber Cruzcampo futuro diran beber Estrella Galicia,BEBIDAS
2534,perroflauta podemita filoetarra islamista errejonista Cruzcampo,BEBIDAS
2535,ojalar Fructuoso rajandote estomagar mientras cruzcampo,BEBIDAS
2536,guarrada ocurrir fichar cruzcampo,BEBIDAS
2537,mejor,BEBIDAS
2538,Cruzcampo nuevo,BEBIDAS
2539,gracia spoiler Ojala meter Cruzcampo,BEBIDAS
2540,mierda Radler gustar haber poner cruzcampo,BEBIDAS
2541,heineken brahma quilmes palermo venir mientras helar,BEBIDAS
2542,jajaja acostumbrar Mahou quedo terminar llevar Cruzcampo,BEBIDAS
2543,jajaja acostumbrar Mahou quedo terminar llevar Cruzcampo,BEBIDAS
2544,Heineken,BEBIDAS
2545,decir madrid mahou bueno cruzcampo # ayudaplss,BEBIDAS
2546,decir madrid mahou bueno cruzcampo # ayudaplss,BEBIDAS
2547,decir gustar Cruzcampo meterla calentar luego,BEBIDAS
2548,deber efecto Cruzcampo ayuno,BEBIDAS
2549,mandar,BEBIDAS
2550,hacer Sevilla sevillano Cruzcampo ganar Disfruta # buenafilosofia,BEBIDAS
2551,razon preferir vez Heineken,BEBIDAS
2552,ser # crucial caco amargar,BEBIDAS
2553,tonses Heineken light avisarle,BEBIDAS
2554,Cruzcampo Circulen,BEBIDAS
2555,Heineken,BEBIDAS
2556,Cobra visitar euro sacar dinero Cruzcampo,BEBIDAS
2557,preferir Santa Heineken defecto,BEBIDAS
2558,querer tomar cruzcampo,BEBIDAS
2559,tomar Cruzcampo,BEBIDAS
2560,entonces breve tomar,BEBIDAS
2561,Rugby Champions cambiarlo Francia podian llamarlo Heineken,BEBIDAS
2562,Francia restar Europa Heineken Francia,BEBIDAS
2563,gracia culpable desastre,BEBIDAS
2564,perseguian Cruzcampo,BEBIDAS
2565,jugar ventaja beber Cruzcampo cerceza Abrazos,BEBIDAS
2566,beberme preferir Cruzcampo imaginate,BEBIDAS
2567,heineken ajajajajajaja olvidate,BEBIDAS
2568,cargar Cruzcampo,BEBIDAS
2569,faltar,BEBIDAS
2570,andara Senor,BEBIDAS
2571,heineken mejor,BEBIDAS
2572,decir heineken lagrimar,BEBIDAS
2573,# cerveza # heineken querer ganar necesitar relajar,BEBIDAS
2574,sonar dejais CRUZcampo # porfavor # elrestoseguroqueesotroexito,BEBIDAS
2575,arepa mechar heineken ultimar,BEBIDAS
2576,anunciar heineken benicio distinguir,BEBIDAS
2577,cruzcampo Radler,BEBIDAS
2578,cruzcampo,BEBIDAS
2579,estrellar Galicia mejor ninguno gustar Corona entonces,BEBIDAS
2580,tenerlo contar,BEBIDAS
2581,Heineken,BEBIDAS
2582,pintar Heineken,BEBIDAS
2583,referir cruzcampo,BEBIDAS
2584,gustar cruzcampo,BEBIDAS
2585,tenerla pizza comprar cruzcampo preocupar,BEBIDAS
2586,cruzcampo cerveza,BEBIDAS
2587,Heineken round SALUD,BEBIDAS
2588,Estrella Galicia,BEBIDAS
2589,plantear quedar tuitera sevillano manera,BEBIDAS
2590,tamano litrona Cruzcampo fresquita calidad total,BEBIDAS
2591,grande amigar carnaval Gracias quedo Cruzcampo,BEBIDAS
2592,mahou mismo tiempo heineken,BEBIDAS
2593,mahou mismo tiempo heineken,BEBIDAS
2594,Jajaja bueno punto,BEBIDAS
2595,Cruzcampo RADLER probar Cruzcampo,BEBIDAS
2596,imaginate decir mientras invitana cruzcampo HORROR,BEBIDAS
2597,latita heineken 100pre tener fajar,BEBIDAS
2598,medalla heineken,BEBIDAS
2599,cerveza crecer vidaaa,BEBIDAS
2600,# Feliz Semana Frase pureza senal autenticar # calidad Heineken,BEBIDAS
2601,VIERNES supermercado comprar Heineken litro cualquiera,BEBIDAS
2602,Buenos Menos marginar gente Cruzcampo,BEBIDAS
2603,ultimar Adictos Lupulo Gracias # heineken,BEBIDAS
2604,GIBRALTAR ESPANOL NEVER cambiar Gibraltar cuatro lechuga Iceberg llevais Brololi Cruzcampo Jopeta,BEBIDAS
